Project,TransactionPrice,Area,SaleDate,SaleType,PropertyType,Tenure,CompletionDate,NumberofUnits,PurchaserType,PostalCode,Floor,MaxFloor
THE SEAFRONT ON MEYER,0,2098.98,2007-04-30,New Sale,Condominium,Freehold,Uncompleted,1,Private,437878,16,24
CENTRO RESIDENCES,0,764.24,2009-08-20,New Sale,Condominium,99 yrs from 11/12/2007,Uncompleted,1,HDB,567752,14,34
CASPIAN,0,1765.3,2009-02-24,New Sale,Condominium,99 yrs from 17/03/2008,Uncompleted,1,HDB,648315,1,17
CITYLIGHTS,0,559.73,2007-02-12,New Sale,Condominium,99 yrs from 05/01/2004,Uncompleted,1,Private,208749,28,41
TELOK BLANGAH HOUSE,0,4251.78,2008-02-29,Resale,Apartment,Freehold,1983,1,Private,98829,8,8
CHATEAU ELIZA,0,828.83,2006-11-24,Resale,Apartment,Freehold,1992,1,Private,228514,8,14
BOTANNIA,0,1237.86,2009-07-22,Sub Sale,Condominium,956 yrs from 27/05/1928,2009,1,Private,127721,6,12
THE ROCHESTER RESIDENCES,0,1216.33,2007-08-14,New Sale,Apartment,99 yrs from 02/02/2005,Uncompleted,1,Private,138638,12,37
PARC OASIS,0,1506.96,1996-02-02,Sub Sale,Condominium,99 yrs from 01/12/1991,1994,1,Private,609782,8,20
ADAM PARK CONDOMINIUM,0,1173.28,2006-08-17,Resale,Condominium,Freehold,2004,1,HDB,289895,1,5
DUCHESS CREST,0,1377.79,2009-08-04,Resale,Condominium,99 yrs from 24/06/1995,1998,1,Private,269196,2,4
THE PIER AT ROBERTSON,0,656.6,2007-01-19,Resale,Apartment,Freehold,2006,1,HDB,239013,3,10
NEWTON SUITES,0,796.54,2005-03-10,New Sale,Apartment,Freehold,Uncompleted,1,Private,307994,34,35
THE HOLLAND COLLECTION,0,3261.49,2018-05-25,Resale,Apartment,Freehold,2011,1,Private,258859,2,4
CITY GATE,0,678.13,2014-11-21,New Sale,Apartment,99 yrs from 15/04/2014,Uncompleted,1,Private,199597,21,30
SANT RITZ,0,656.6,2013-05-03,New Sale,Condominium,99 yrs from 01/10/2012,Uncompleted,1,Private,348196,8,19
REGENT PARK,0,958.0,2009-01-22,Resale,Condominium,99 yrs from 01/12/1993,1997,1,HDB,128803,5,10
PARVIS,0,3229.2,2010-04-22,New Sale,Condominium,Freehold,Uncompleted,1,Private,278743,12,12
PARC ESTA,0,904.18,2019-09-07,New Sale,Apartment,99 yrs from 12/07/2018,Uncompleted,1,HDB,408967,17,18
ASTORIA PARK,0,958.0,2011-05-10,Resale,Condominium,99 yrs from 01/05/1993,1995,1,HDB,416826,5,15
CAIRNHILL CREST,0,1969.81,2006-02-10,Resale,Condominium,Freehold,2004,1,Private,229811,7,19
NATHAN RESIDENCES,0,592.02,2009-06-29,New Sale,Apartment,Freehold,Uncompleted,1,HDB,248744,10,12
GALLOP GABLES,0,2647.94,2009-03-27,Resale,Condominium,Freehold,1997,1,Private,268850,2,5
COMMONWEALTH TOWERS,0,441.32,2014-11-25,New Sale,Condominium,99 yrs from 07/05/2013,Uncompleted,1,HDB,149739,29,43
ONAN COURT,0,1776.06,1999-06-01,New Sale,Apartment,Freehold,1998,1,N.A,424774,2,2
THE INTERWEAVE,0,409.03,2011-07-06,New Sale,Apartment,Freehold,Uncompleted,1,HDB,328805,20,21
SIMSVILLE,0,1237.86,2019-02-22,Resale,Condominium,99 yrs from 01/12/1994,1998,1,Private,389758,9,16
HONOLULU TOWER,0,5823.32,2003-03-06,Resale,Apartment,Freehold,1985,1,Private,259719,9,16
PARK COLONIAL,0,678.13,2021-01-04,New Sale,Condominium,99 yrs from 11/10/2017,Uncompleted,1,N.A,357685,5,15
ONE PEARL BANK,0,430.56,2020-04-03,New Sale,Apartment,99 yrs from 01/03/2019,Uncompleted,1,N.A,169016,37,37
ASCENTIA SKY,0,1011.82,2010-09-30,New Sale,Condominium,99 yrs from 26/03/2008,Uncompleted,1,Private,158748,26,45
REGAL COURT,0,1173.28,2008-12-11,Resale,Apartment,Freehold,1997,1,Private,328837,4,12
QUEENS PEAK,0,484.38,2016-11-05,New Sale,Condominium,99 yrs from 28/09/2015,Uncompleted,1,Private,149457,21,44
THOMSON IMPRESSIONS,0,764.24,2015-10-31,New Sale,Apartment,99 yrs from 12/01/2015,Uncompleted,1,HDB,576444,6,19
VICTORY HEIGHTS,0,1119.46,2010-11-15,Resale,Apartment,Freehold,1997,1,HDB,328842,2,18
URBANA,0,1474.67,2008-07-16,Resale,Condominium,Freehold,2007,1,Private,238427,24,36
THE SORRENTO,0,710.42,2014-05-12,New Sale,Condominium,Freehold,Uncompleted,1,HDB,127365,3,5
THE MARQUE @ IRRAWADDY,0,882.65,2011-05-27,Resale,Apartment,Freehold,2009,1,Private,328108,6,16
BLOSSOMS @ WOODLEIGH,0,1410.08,2007-06-25,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,357905,13,15
GLENTREES,0,1991.34,2007-05-25,Resale,Condominium,999 yrs from 17/09/1885,2005,1,Private,277053,5,5
HIJAUAN,0,1044.11,2013-08-07,New Sale,Apartment,Freehold,Uncompleted,1,HDB,229618,1,6
THE LINCOLN MODERN,0,1377.79,2006-03-10,Resale,Apartment,Freehold,2003,1,Private,308353,3,29
DUO RESIDENCES,0,721.19,2013-12-11,New Sale,Apartment,99 yrs from 01/07/2011,Uncompleted,1,Private,189350,8,49
STARVILLE,0,581.26,2014-03-13,Resale,Condominium,Freehold,2006,1,HDB,417472,3,12
AMBER PARK,0,462.85,2019-05-03,New Sale,Condominium,Freehold,Uncompleted,1,Private,439981,19,21
THE SHORE RESIDENCES,0,893.41,2010-05-11,New Sale,Condominium,103 yrs from 18/08/2009,Uncompleted,1,Private,439893,20,20
CYAN,0,656.6,2009-11-23,New Sale,Condominium,Freehold,Uncompleted,1,Private,258709,8,24
WHISTLER GRAND,0,441.32,2019-01-26,New Sale,Apartment,99 yrs from 07/05/2018,Uncompleted,1,HDB,126751,15,36
J GATEWAY,0,495.14,2013-07-30,New Sale,Condominium,99 yrs from 28/08/2012,Uncompleted,1,Private,608535,20,38
CUSCADEN RESIDENCES,0,1442.38,2010-11-23,Resale,Condominium,Freehold,2002,1,HDB,249722,14,20
BARTLEY RIDGE,0,1227.1,2013-04-26,New Sale,Condominium,99 yrs from 16/04/2012,Uncompleted,1,HDB,368057,1,18
IRWELL HILL RESIDENCES,0,613.55,2021-04-10,New Sale,Apartment,99 yrs,Uncompleted,1,N.A,239590,5,36
SUITES 28,0,452.09,2011-10-06,New Sale,Apartment,Freehold,Uncompleted,1,Private,398361,4,7
D'LEEDON,0,613.55,2016-09-02,Resale,Condominium,99 yrs from 08/04/2010,2014,1,Private,267955,5,35
PARK INFINIA AT WEE NAM,0,1001.05,2008-08-30,Sub Sale,Condominium,Freehold,2008,1,Private,308364,16,31
ONE LEICESTER,0,1248.62,2006-04-24,New Sale,Condominium,Freehold,Uncompleted,1,HDB,358828,13,18
THE PEAK@BALMEG,0,1506.96,2009-07-30,New Sale,Condominium,Freehold,Uncompleted,1,HDB,119915,3,5
EAST VIEW,0,882.65,1996-04-01,New Sale,Apartment,Freehold,Uncompleted,1,HDB,429986,2,17
8@WOODLEIGH,0,861.12,2009-07-06,New Sale,Condominium,99 yrs from 22/09/2008,Uncompleted,1,Private,357902,5,15
THOMSON V TWO,0,452.09,2010-08-25,Sub Sale,Apartment,Freehold,Uncompleted,1,Private,575629,3,4
CITYLIGHTS,0,678.13,2005-11-14,New Sale,Condominium,99 yrs from 05/01/2004,Uncompleted,1,HDB,208749,27,41
SIMS RESIDENCES,0,1410.08,2002-03-27,New Sale,Apartment,99 yrs from 11/08/1997,2002,1,HDB,387882,2,8
LOFT 33,0,1205.57,2014-07-30,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398293,4,8
PARC MONDRIAN,0,1399.32,2007-05-10,New Sale,Apartment,Freehold,Uncompleted,1,Private,357916,13,16
BISHAN 8,0,1162.51,1999-04-23,New Sale,Condominium,99 yrs from 09/10/1996,1999,1,HDB,574044,3,10
CHEN FANG MANSIONS,0,936.47,2003-08-11,Resale,Apartment,Freehold,1997,1,HDB,387986,4,8
THE ARCADIA,0,3778.16,1996-04-16,Resale,Condominium,99 yrs from 17/08/1979,1983,1,Private,289844,4,10
SOPHIA HILLS,0,710.42,2016-09-22,New Sale,Condominium,99 yrs from 10/12/2013,Uncompleted,1,Private,228478,4,7
RIVERIA GARDENS,0,1431.61,2017-11-13,Resale,Apartment,Freehold,2010,1,HDB,238406,18,27
THE ARTE,0,1872.94,2009-04-30,New Sale,Condominium,Freehold,Uncompleted,1,Private,329215,25,34
GLOUCESTER MANSIONS,0,3466.01,2011-01-13,Resale,Apartment,Freehold,1999,1,Private,307947,18,18
BEVERLY HILL,0,3778.16,2005-11-02,Resale,Condominium,Freehold,1983,1,Private,249570,3,23
CYAN,0,1463.9,2010-06-03,New Sale,Condominium,Freehold,Uncompleted,1,Private,258709,14,24
N.A.,0,1722.24,2015-06-10,Resale,Condominium,Freehold,1995,1,Private,278535,1,23
UE SQUARE,0,1463.9,2002-02-03,Resale,Apartment,929 yrs from 01/01/1953,1997,1,Private,238274,2,18
VIZ AT HOLLAND,0,495.14,2010-04-05,Resale,Condominium,Freehold,2008,1,Private,276750,7,12
THOMSON THREE,0,1259.39,2014-01-22,New Sale,Apartment,99 yrs from 07/11/2012,Uncompleted,1,Private,573895,1,21
THE PEAK @ CAIRNHILL II,0,904.18,2019-01-31,Resale,Apartment,Freehold,2015,1,Private,229789,10,18
OLEANDER TOWERS,0,1453.14,1999-05-26,Resale,Apartment,99 yrs from 01/03/1995,1997,1,Private,319771,11,25
THE CITRINE,0,1140.98,2010-09-06,Sub Sale,Apartment,Freehold,2008,1,Private,329415,12,21
THE TRILINQ,0,1108.69,2017-12-21,New Sale,Condominium,99 yrs from 16/04/2012,2017,1,Private,128807,20,36
SKY VUE,0,484.38,2013-12-18,New Sale,Condominium,99 yrs from 04/03/2013,Uncompleted,1,HDB,573910,17,37
GEM RESIDENCES,0,484.38,2016-05-28,New Sale,Condominium,99 yrs from 21/09/2015,Uncompleted,1,HDB,319458,16,38
BLUE HORIZON,0,936.47,2009-06-08,Resale,Condominium,99 yrs from 14/08/2000,2005,1,HDB,128046,5,24
CHAPEL COURT,0,1119.46,1998-08-01,New Sale,Apartment,Freehold,1998,1,N.A,424247,3,4
CLOVER BY THE PARK,0,1248.62,2009-06-15,New Sale,Condominium,99 yrs from 10/09/2007,Uncompleted,1,Private,573973,4,39
BARTLEY RIDGE,0,979.52,2013-04-16,New Sale,Condominium,99 yrs from 16/04/2012,Uncompleted,1,HDB,368058,12,18
THE SHELFORD,0,1485.43,2005-08-18,Sub Sale,Condominium,Freehold,2005,1,Private,286889,1,5
POSHGROVE EAST,0,990.29,2005-10-26,New Sale,Condominium,Freehold,Uncompleted,1,Private,428960,4,5
THE INTERLACE,0,1054.87,2010-01-18,New Sale,Condominium,99 yrs from 11/02/2009,Uncompleted,1,Private,109696,11,24
THE SEAFRONT ON MEYER,0,2314.26,2007-05-04,New Sale,Condominium,Freehold,Uncompleted,1,Private,437878,17,24
PARC CLEMATIS,0,452.09,2019-08-31,New Sale,Apartment,99 yrs from 08/08/2019,Uncompleted,1,HDB,128827,11,24
REZI 26,0,796.54,2011-11-04,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398504,7,8
COMMONWEALTH TOWERS,0,1076.4,2017-05-18,New Sale,Condominium,99 yrs from 07/05/2013,Uncompleted,1,N.A,149739,35,43
EN FU MANSIONS,0,1248.62,2007-06-15,Resale,Apartment,Freehold,1995,1,Private,387988,4,7
GOLDENHILL PARK CONDOMINIUM,0,1334.74,2001-03-29,New Sale,Condominium,Freehold,2004,1,HDB,568430,7,20
BELMOND GREEN,0,979.52,2019-02-08,Resale,Condominium,Freehold,2004,1,Private,259816,7,12
GARDENVILLE,0,1776.06,2017-06-13,Resale,Condominium,Freehold,1999,1,Private,257654,3,10
PARC ESTA,0,1033.34,2019-12-27,New Sale,Apartment,99 yrs from 12/07/2018,Uncompleted,1,Private,408967,12,18
DUO RESIDENCES,0,699.66,2018-02-12,Sub Sale,Apartment,99 yrs from 01/07/2011,2017,1,Private,189350,30,49
CARABELLE,0,1797.59,2007-05-07,New Sale,Condominium,956 yrs from 27/05/1928,Uncompleted,1,Private,127020,1,12
ROCCA BALESTIER,0,1151.75,2002-04-25,New Sale,Apartment,Freehold,2005,1,HDB,329928,8,18
THE INSPIRA,0,936.47,2007-10-03,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,239949,11,13
THE ROCHESTER RESIDENCES,0,871.88,2009-08-27,Sub Sale,Apartment,99 yrs from 02/02/2005,Uncompleted,1,HDB,138638,33,37
RIVIERA 38,0,742.72,2012-03-15,New Sale,Apartment,999 yrs from 02/06/1882,Uncompleted,1,Private,328712,9,26
D' CASITA,0,527.44,2008-06-20,New Sale,Apartment,Freehold,Uncompleted,1,HDB,417104,3,5
D'LEEDON,0,1054.87,2012-11-28,New Sale,Condominium,99 yrs from 08/04/2010,Uncompleted,1,Private,267953,19,35
DE ROYALE,0,1259.39,2009-07-16,Resale,Condominium,Freehold,2006,1,Private,329112,5,35
HIJAUAN,0,1001.05,2019-12-03,Resale,Apartment,Freehold,2015,1,HDB,229618,2,6
8 SAINT THOMAS,0,807.3,2019-06-10,Resale,Condominium,Freehold,2018,1,Private,238102,2,35
LATITUDE,0,1926.76,2011-02-16,Sub Sale,Condominium,Freehold,2010,1,Private,249206,11,23
COUNTRY ESQUIRE,0,1259.39,2006-11-08,Resale,Condominium,Freehold,1992,1,HDB,576438,3,17
THE SEAFRONT ON MEYER,0,2109.74,2007-08-27,New Sale,Condominium,Freehold,Uncompleted,1,Private,437880,5,24
HUNDRED TREES,0,484.38,2009-10-23,New Sale,Condominium,956 yrs from 27/05/1928,Uncompleted,1,Private,128018,7,12
ROBERTSON EDGE,0,462.85,2007-04-21,Sub Sale,Apartment,999 yrs from 01/07/1841,Uncompleted,1,HDB,238010,6,10
CITYLIGHTS,0,721.19,2007-09-27,Sub Sale,Condominium,99 yrs from 05/01/2004,Uncompleted,1,HDB,208745,28,41
PEARL BANK APARTMENT,0,1754.53,2010-08-25,Resale,Apartment,99 yrs from 02/06/1970,1976,1,Private,169016,29,37
ONE DUSUN RESIDENCES,0,656.6,2012-09-25,New Sale,Apartment,Freehold,Uncompleted,1,Private,329363,26,28
BLUE HORIZON,0,1162.51,2004-09-21,New Sale,Condominium,99 yrs from 14/08/2000,2005,1,Private,128046,8,24
TRELLIS TOWERS,0,1646.89,1996-12-20,New Sale,Condominium,Freehold,2000,1,HDB,319773,16,30
SKY GREEN,0,1151.75,2012-11-23,New Sale,Condominium,Freehold,Uncompleted,1,Private,368236,9,15
CITYLIGHTS,0,1851.41,2007-06-04,New Sale,Condominium,99 yrs from 05/01/2004,2007,1,HDB,208749,38,41
ONE PEARL BANK,0,527.44,2019-07-20,New Sale,Apartment,99 yrs from 01/03/2019,Uncompleted,1,Private,169016,3,37
BARTLEY RIDGE,0,979.52,2013-07-01,New Sale,Condominium,99 yrs from 16/04/2012,Uncompleted,1,Private,368058,9,18
FABER GARDEN CONDOMINIUM,0,1679.18,2011-01-07,Resale,Condominium,Freehold,1984,1,Private,579978,6,19
PARK COLONIAL,0,667.37,2018-10-25,New Sale,Condominium,99 yrs from 11/10/2017,Uncompleted,1,Private,357688,7,15
VISIONCREST,0,871.88,2007-08-30,New Sale,Apartment,Freehold,2007,1,Private,238713,1,14
TANGLIN VIEW,0,1140.98,1999-08-06,New Sale,Condominium,99 yrs from 17/05/1997,2001,1,Private,159013,6,20
THE TRE VER,0,1097.93,2018-08-04,New Sale,Condominium,99 yrs from 27/03/2018,Uncompleted,1,HDB,358397,7,20
D'LEEDON,0,1603.84,2018-06-20,Resale,Condominium,99 yrs from 08/04/2010,2014,1,Private,266225,31,35
TRILIGHT,0,1227.1,2009-11-05,New Sale,Condominium,Freehold,Uncompleted,1,Private,307945,20,30
SOPHIA HILLS,0,570.49,2017-03-28,New Sale,Condominium,99 yrs from 10/12/2013,Uncompleted,1,Private,228470,3,7
LUSH ON HOLLAND HILL,0,1506.96,2010-01-05,New Sale,Condominium,Freehold,Uncompleted,1,Private,278737,9,12
THE CENTRIS,0,1065.64,2019-08-16,Resale,Apartment,99 yrs from 21/06/2006,2009,1,HDB,648341,14,16
THE POIZ RESIDENCES,0,753.48,2016-01-16,New Sale,Apartment,99 yrs from 17/11/2014,Uncompleted,1,Private,358474,15,18
REZI 3TWO,0,462.85,2015-05-28,New Sale,Apartment,Freehold,Uncompleted,1,Private,398308,4,8
ASPEN HEIGHTS,0,1323.97,2007-05-25,Resale,Condominium,999 yrs from 01/07/1841,1998,1,Private,238307,8,16
REFLECTIONS AT KEPPEL BAY,0,4746.92,2007-07-09,New Sale,Condominium,99 yrs from 15/03/2006,Uncompleted,1,Private,98410,7,40
MONTVIEW,0,1980.58,2016-05-24,Resale,Condominium,Freehold,2008,1,Private,277116,1,24
HOLT RESIDENCES,0,2066.69,2006-05-22,Resale,Apartment,Freehold,2000,1,Private,249444,4,13
THE WHARF RESIDENCE,0,1442.38,2012-01-11,Sub Sale,Condominium,999 yrs from 01/07/1841,Uncompleted,1,Private,238002,5,23
SOPHIA HILLS,0,570.49,2017-09-25,New Sale,Condominium,99 yrs from 10/12/2013,Uncompleted,1,Private,228477,6,7
STARVILLE,0,1237.86,2012-05-02,Resale,Condominium,Freehold,2006,1,Private,417456,2,12
THE PLAZA,0,1323.97,2000-04-11,Resale,Apartment,99 yrs from 03/09/1968,1979,1,Private,199591,30,31
LAKEHOLMZ,0,1248.62,2011-11-18,Resale,Condominium,99 yrs from 29/10/2001,2005,1,HDB,649824,4,17
ORCHARD SCOTTS,0,2174.33,2011-02-18,Resale,Condominium,99 yrs from 08/11/2001,2007,1,Private,229955,2,20
TWIN REGENCY,0,1216.33,2004-06-25,New Sale,Condominium,Freehold,Uncompleted,1,Private,169278,7,36
COMMONWEALTH TOWERS,0,904.18,2017-09-16,New Sale,Condominium,99 yrs from 07/05/2013,Uncompleted,1,Private,149740,42,43
DOMAIN 21,0,1119.46,2005-08-19,New Sale,Condominium,99 yrs from 02/07/2004,Uncompleted,2,HDB,169814,9,22
MARTIN PLACE RESIDENCES,0,592.02,2009-06-09,New Sale,Condominium,Freehold,Uncompleted,1,HDB,237988,22,33
THOMSON VIEW CONDOMINIUM,0,2023.63,2005-07-21,Resale,Condominium,99 yrs from 07/04/1975,1987,1,HDB,579599,5,26
3 CUSCADEN,0,462.85,2019-05-30,New Sale,Apartment,Freehold,Uncompleted,1,Private,249690,17,22
ASTON MANSIONS,0,1140.98,2018-10-25,Resale,Apartment,99 yrs from 13/02/1995,1998,1,Private,398028,8,8
AVENUE SOUTH RESIDENCE,0,721.19,2019-09-07,New Sale,Apartment,99 yrs from 14/08/2018,Uncompleted,1,Private,168878,11,56
CHANCERY PARK,0,1851.41,1999-09-01,Resale,Condominium,Freehold,1991,1,Private,309502,1,4
QUEENS PEAK,0,807.3,2016-11-05,New Sale,Condominium,99 yrs from 28/09/2015,Uncompleted,1,HDB,149456,29,44
PARK INFINIA AT WEE NAM,0,1582.31,2005-08-26,New Sale,Condominium,Freehold,Uncompleted,1,Private,308345,31,31
PARC EMILY,0,893.41,2005-05-27,New Sale,Condominium,Freehold,Uncompleted,1,HDB,228491,3,8
THE LAKESHORE,0,925.7,2008-02-21,New Sale,Condominium,99 yrs from 22/11/2002,2007,1,Private,649413,14,17
SEASIDE RESIDENCES,0,785.77,2017-04-22,New Sale,Apartment,99 yrs from 18/04/2016,Uncompleted,1,Private,448872,13,27
CENTRA STUDIOS,0,452.09,2010-07-28,New Sale,Apartment,Freehold,Uncompleted,1,Private,388302,8,8
10 SHELFORD,0,818.06,2011-05-24,New Sale,Apartment,Freehold,Uncompleted,1,Private,288353,5,5
NEWTON SUITES,0,1237.86,2005-03-18,New Sale,Apartment,Freehold,2007,1,Private,307994,21,35
ONE BALMORAL,0,592.02,2016-12-14,Sub Sale,Condominium,Freehold,2016,1,HDB,259821,4,12
THE PLAZA,0,807.3,1999-11-01,Resale,Apartment,99 yrs from 03/09/1968,1979,1,HDB,199591,26,31
THE SHORE RESIDENCES,0,592.02,2010-01-04,New Sale,Condominium,103 yrs from 18/08/2009,Uncompleted,1,Private,439893,7,20
MIDTOWN BAY,0,753.48,2019-12-30,New Sale,Apartment,99 yrs from 02/01/2018,Uncompleted,1,HDB,189770,16,32
MARTIA RESIDENCE,0,1140.98,2004-08-24,New Sale,Apartment,Freehold,Uncompleted,1,HDB,424794,3,5
REGENCY LODGE,0,1280.92,2002-11-28,Resale,Apartment,Freehold,1998,1,Private,248191,8,11
CITY SQUARE RESIDENCES,0,871.88,2009-02-10,Sub Sale,Condominium,Freehold,Uncompleted,1,HDB,207226,4,30
IDYLLIC SUITES,0,419.8,2012-08-08,New Sale,Apartment,Freehold,Uncompleted,1,Private,398353,5,8
CYAN,0,656.6,2009-11-24,New Sale,Condominium,Freehold,Uncompleted,1,Private,258709,8,24
THE POIZ RESIDENCES,0,753.48,2015-12-06,New Sale,Apartment,99 yrs from 17/11/2014,Uncompleted,1,Private,358474,13,18
HOLT RESIDENCES,0,2055.92,2005-07-19,Resale,Apartment,Freehold,2000,1,Private,249444,9,13
NIN RESIDENCE,0,452.09,2018-08-31,Resale,Apartment,99 yrs from 13/09/2010,2014,1,HDB,348270,4,19
ALEXIS,0,409.03,2009-03-02,New Sale,Apartment,Freehold,Uncompleted,1,Private,159949,4,6
CENTRA HEIGHTS,0,409.03,2011-05-11,New Sale,Apartment,Freehold,Uncompleted,1,HDB,387607,8,13
VALLEY PARK,0,796.54,2003-08-28,Resale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248368,11,20
FABER GARDEN CONDOMINIUM,0,1872.94,2000-02-01,Resale,Condominium,Freehold,1984,1,Private,579981,7,19
THOMSON EURO-ASIA,0,1130.22,2002-10-03,Sub Sale,Condominium,Freehold,2002,1,HDB,307605,3,29
ATRIUM RESIDENCES,0,1044.11,2010-07-26,Resale,Apartment,Freehold,2008,1,Private,398416,5,8
REGENCY SUITES,0,1420.85,2005-11-14,New Sale,Apartment,Freehold,Uncompleted,1,HDB,169279,33,35
THE SHORE RESIDENCES,0,882.65,2010-02-01,New Sale,Condominium,103 yrs from 18/08/2009,Uncompleted,1,Private,439897,15,20
CITYLIGHTS,0,731.95,2008-04-14,Sub Sale,Condominium,99 yrs from 05/01/2004,2007,1,HDB,208745,13,41
THE FOLIAGE,0,505.91,2008-02-29,Sub Sale,Condominium,Freehold,2008,1,Private,118709,5,5
ILLUMINAIRE ON DEVONSHIRE,0,635.08,2009-04-30,New Sale,Apartment,Freehold,Uncompleted,1,Private,239900,18,19
CUSCADEN RESIDENCES,0,1485.43,2010-04-19,Resale,Condominium,Freehold,2002,1,Private,249723,9,20
VACANZA @ EAST,0,1259.39,2011-09-08,New Sale,Condominium,Freehold,Uncompleted,1,Private,417394,7,12
OLEANDER TOWERS,0,1151.75,2017-04-07,Resale,Apartment,99 yrs from 01/03/1995,1998,1,Private,319772,22,25
SIMS URBAN OASIS,0,462.85,2016-05-07,New Sale,Condominium,99 yrs from 29/07/2014,Uncompleted,1,HDB,387391,2,19
ONE AMBER,0,958.0,2011-04-14,Sub Sale,Condominium,Freehold,2010,1,Private,439957,2,23
BOTANIKA,0,1453.14,2007-02-05,New Sale,Apartment,Freehold,2008,1,Private,258853,2,4
SEASUITES,0,710.42,2013-01-21,New Sale,Apartment,Freehold,Uncompleted,1,HDB,118617,1,5
SEASONS VIEW,0,2744.82,2016-02-25,Resale,Condominium,99 yrs from 06/09/1996,2000,1,Private,576149,20,20
BLU CORAL,0,1194.8,2008-04-01,New Sale,Condominium,Freehold,Uncompleted,1,HDB,425602,3,5
THE VINES,0,2228.15,2008-02-28,Resale,Apartment,Freehold,2003,1,Private,416736,5,5
ONE AMBER,0,570.49,2006-11-20,New Sale,Condominium,Freehold,Uncompleted,1,Private,439957,7,23
VALLEY PARK,0,1808.35,1999-11-01,Resale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248360,17,20
THONG SIA BUILDING,0,1969.81,1996-09-10,Resale,Apartment,Freehold,1981,1,Private,229922,17,26
CUBE 8,0,893.41,2014-05-14,Sub Sale,Condominium,Freehold,2013,1,Private,298130,14,35
COSTA RHU,0,2055.92,1996-04-26,New Sale,Condominium,99 yrs from 30/05/1994,1997,1,Private,437431,4,17
RITZ MANSIONS,0,1280.92,1999-11-05,Resale,Apartment,Freehold,1995,1,Private,329776,8,10
THE SIXTH AVENUE RESIDENCES,0,1356.26,2015-08-14,Resale,Condominium,Freehold,2009,1,HDB,276543,3,5
PINEWOOD GARDENS,0,2023.63,2007-06-04,Resale,Condominium,Freehold,1990,1,Private,259854,8,11
MERA SPRINGS,0,1291.68,2006-04-25,New Sale,Condominium,Freehold,Uncompleted,1,HDB,219647,16,21
SKY HABITAT,0,1022.58,2012-05-08,New Sale,Condominium,99 yrs from 30/05/2011,Uncompleted,1,Private,573909,7,37
SENNETT RESIDENCE,0,861.12,2013-04-08,New Sale,Condominium,99 yrs from 28/11/2011,Uncompleted,1,HDB,348228,17,18
CYAN,0,1076.4,2009-12-22,New Sale,Condominium,Freehold,Uncompleted,1,Private,258709,12,24
ONAN SUITES,0,1388.56,2010-12-22,New Sale,Apartment,Freehold,Uncompleted,1,HDB,424597,5,5
ARDMORE II,0,2023.63,2006-10-20,New Sale,Condominium,Freehold,Uncompleted,1,Private,259962,20,36
AMARYLLIS VILLE,0,958.0,2004-07-08,New Sale,Condominium,99 yrs from 24/10/1997,2004,1,Private,307953,4,30
THE LINCOLN MODERN,0,1377.79,2001-01-01,Sub Sale,Apartment,Freehold,2003,1,Private,308353,27,29
AIRSTREAM,0,473.62,2009-09-10,New Sale,Apartment,Freehold,2012,1,HDB,327994,5,11
THE MAKENA,0,1151.75,1996-11-16,Sub Sale,Condominium,Freehold,1998,1,Private,437936,20,28
KERRISDALE,0,1259.39,2006-09-19,Resale,Condominium,99 yrs from 02/04/1998,2005,1,HDB,207853,23,30
SIMSVILLE,0,1237.86,2005-10-24,Resale,Condominium,99 yrs from 01/12/1994,1998,1,Private,389756,10,16
NEWTON 21,0,1539.25,2017-05-23,Resale,Apartment,Freehold,2004,1,Private,307954,9,25
ONE JERVOIS,0,1313.21,2010-03-25,Sub Sale,Condominium,Freehold,2009,1,Private,249099,2,12
THE TREVOSE,0,2497.25,2018-02-27,Resale,Condominium,99 yrs from 14/12/1996,2001,1,Private,298090,5,5
WATERBANK AT DAKOTA,0,1140.98,2010-05-06,New Sale,Condominium,99 yrs from 07/12/2009,Uncompleted,1,Private,399944,2,20
PARC VISTA,0,1044.11,1996-01-08,New Sale,Condominium,99 yrs from 01/03/1995,1997,1,HDB,649816,9,16
THE PARC CONDOMINIUM,0,1420.85,2010-05-26,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,127146,2,24
NINETEEN SHELFORD ROAD,0,839.59,1996-02-01,Sub Sale,Condominium,Freehold,1997,1,Private,288408,7,10
FLAMINGO VALLEY,0,602.78,2015-02-09,Sub Sale,Condominium,Freehold,2014,1,HDB,454855,1,5
PROMISES GARDENS,0,861.12,1998-12-17,Resale,Condominium,Freehold,1992,1,Private,268386,1,4
THE HUNTINGTON,0,1151.75,2012-08-17,Resale,Apartment,Freehold,2000,1,Private,308095,9,15
COMMONWEALTH TOWERS,0,904.18,2014-06-02,New Sale,Condominium,99 yrs from 07/05/2013,Uncompleted,1,Private,149739,8,43
ESCADA VIEW,0,753.48,2000-01-01,Sub Sale,Condominium,Freehold,1997,1,HDB,417657,2,12
